shared-library,"/usr/local/bin/node",0x00002550,0x0020c7b6
shared-library,"/usr/lib/libssl.0.9.7.dylib",0x90b7d8c0,0x90b9df42
shared-library,"/usr/lib/libcrypto.0.9.7.dylib",0x9640e600,0x964a8c92
shared-library,"/usr/lib/libSystem.B.dylib",0x9728e0a0,0x973c26d0
shared-library,"/usr/lib/libstdc++.6.dylib",0x951b0fb4,0x951f8005
shared-library,"/usr/lib/libgcc_s.1.dylib",0x901b5780,0x901bc71e
shared-library,"/usr/lib/system/libmathCommon.A.dylib",0x976062b0,0x976071e7
profiler,"begin",1
tick,0x972e5c17,0xbfffed30,0x0,4
tick,0x71469,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc480,0xbfffe6cc,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x58e245,0xbfffe774,0x5607a8,0,0x73a70e,0x73a590,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x713ac,0xbfffe740,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769a05,0xbfffe898,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe301,0xbfffe7a0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73aca8,0xbfffe790,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73b04b,0xbfffe828,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x712e6,0xbfffe7a0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71309,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a2a5,0xbfffe878,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7137d,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73aa2a,0xbfffe82c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f08b,0xbfffe790,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd13,0xbfffe780,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x59825d,0xbfffe7e4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0a05,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc5da,0xbfffe730,0x0,0,0x73add5,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7697a0,0xbfffe88c,0x55d520,0,0x73aab2,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7699c0,0xbfffe898,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5839d2,0xbfffe800,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe439,0xbfffe700,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbdde7,0xbfffe710,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x582167,0xbfffe824,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ac99,0xbfffe8a0,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe445,0xbfffe700,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5837cc,0xbfffe7c4,0x55aca4,0,0x73ab0b,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbdb67,0xbfffe660,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71294,0xbfffe7a0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x76974b,0xbfffe7dc,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x643bb1,0xbfffe7ac,0x55aca4,0,0x73aaa4,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5821ee,0xbfffe910,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbdb7b,0xbfffe760,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xba910,0xbfffe750,0x0,1
tick,0xbe347,0xbfffe760,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe3be,0xbfffe790,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5855c9,0xbfffe81c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73b1f2,0xbfffe82c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a305,0xbfffe7f0,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71376,0xbfffe780,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a367,0xbfffe7ac,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x78d30,0xbfffe7ac,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x70bd7,0xbfffe790,0x0,0,0x73add5,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd17,0xbfffe760,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd7b,0xbfffe7b0,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769a60,0xbfffe8a8,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x582167,0xbfffe824,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a6e0,0xbfffe7a0,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73a32c,0xbfffe810,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbc6bb,0xbfffe760,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598248,0xbfffe874,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x58320a,0xbfffe7c0,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7697c5,0xbfffe7c0,0x55d520,0,0x73aab2,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x1bd917,0xbfffe770,0x5821a0,0,0x58e198,0x73a70e,0x73a3ce,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0d43,0xbfffe910,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x768974,0xbfffe864,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7690bb,0xbfffe86c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73aee4,0xbfffe808,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xb6f57,0xbfffe4f0,0x0,1
tick,0x73ac88,0xbfffe790,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71387,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73afd3,0xbfffe870,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598263,0xbfffe830,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73af16,0xbfffe7e4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x70bd5,0xbfffe790,0x0,0,0x73add5,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7697ab,0xbfffe77c,0x55d520,0,0x73aab2,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5837c9,0xbfffe7c8,0x55aca4,0,0x73ab0b,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe3cd,0xbfffe740,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd03,0xbfffe7b0,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x7689a8,0xbfffe8a8,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x58321f,0xbfffe7e4,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe359,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769b4c,0xbfffe7a0,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598248,0xbfffe764,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x643bb4,0xbfffe768,0x55aca4,0,0x73aaa4,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x583180,0xbfffe874,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ac0c,0xbfffe7e4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x585580,0xbfffe9d4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x643bb4,0xbfffe87c,0x55aca4,0,0x73ab0b,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xffff0d48,0xbfffe800,0xffffffff,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71433,0xbfffe7a0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f082,0xbfffe790,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x643bb4,0xbfffe7ac,0x55aca4,0,0x73aaa4,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbe557,0xbfffe7b0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e19b,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6f080,0xbfffe810,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x71460,0xbfffe7d0,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x769921,0xbfffe764,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b54b,0x72e1cb,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73aab5,0xbfffe7a4,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x70b95,0xbfffe790,0x0,0,0x73add5,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x73ad0c,0xbfffe790,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x78cd6,0xbfffe714,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd2c,0xbfffe7f0,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0xbdb50,0xbfffe73c,0x0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x5984d7,0xbfffe89c,0x71b258,0,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x598257,0xbfffe82c,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x583180,0xbfffe7a8,0x71b23c,0,0x73ad81,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
tick,0x6fd01,0xbfffe720,0x5821a0,0,0x73b056,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b048,0x73b6cb,0x72e161,0x72dccb,0x72e504,0x64055a,0x64075d,0x587f35,0x6418db,0x59f3f9
